1_1145,1,1145,56.96
1_1146,1,1146,56.94
1_1147,1,1147,57.03
1_1148,1,1148,57.01
1_1149,1,1149,56.99
1_115,1,115,61.38
1_1150,1,1150,56.95
1_1151,1,1151,56.96
1_1152,1,1152,57.03
1_1153,1,1153,57.06
1_1154,1,1154,57.0
1_1155,1,1155,57.04
1_1156,1,1156,57.0
1_1157,1,1157,57.0
1_1158,1,1158,57.07
1_1159,1,1159,57.03
1_116,1,116,61.39
1_1160,1,1160,57.07
1_1161,1,1161,57.12
1_1162,1,1162,57.08
1_1163,1,1163,57.08
1_1164,1,1164,57.01
1_1165,1,1165,57.05
1_1166,1,1166,57.06
1_1167,1,1167,57.12
1_1168,1,1168,57.18
1_1169,1,1169,57.12
1_117,1,117,61.38
1_1170,1,1170,57.12
1_1171,1,1171,56.74
1_1172,1,1172,56.51
1_1173,1,1173,56.48
1_1174,1,1174,56.5
1_1175,1,1175,56.69
1_1176,1,1176,56.63
1_1177,1,1177,56.68
1_1178,1,1178,56.68
1_1179,1,1179,56.6
1_118,1,118,61.35
1_1180,1,1180,56.6
1_1181,1,1181,56.59
1_1182,1,1182,56.62
1_1183,1,1183,56.67
1_1184,1,1184,56.56
1_1185,1,1185,56.86
1_1186,1,1186,56.99
1_1187,1,1187,56.89
1_1188,1,1188,56.83
1_1189,1,1189,56.84
1_119,1,119,61.31
1_1190,1,1190,56.94
1_1191,1,1191,56.96
1_1192,1,1192,56.91
1_1193,1,1193,56.97
1_1194,1,1194,56.91
1_1195,1,1195,56.82
1_1196,1,1196,56.8
1_1197,1,1197,56.93
1_1198,1,1198,57.0
1_1199,1,1199,57.02
1_12,1,12,62.56
1_120,1,120,61.31
1_1200,1,1200,57.04
1_1201,1,1201,56.95
1_1202,1,1202,56.96
1_1203,1,1203,56.95
1_1204,1,1204,56.76
1_1205,1,1205,56.74
1_1206,1,1206,56.87
1_1207,1,1207,56.92
1_1208,1,1208,56.86
1_1209,1,1209,56.79
1_121,1,121,61.35
1_1210,1,1210,56.84
1_1211,1,1211,56.83
1_1212,1,1212,56.89
1_1213,1,1213,56.79
1_1214,1,1214,56.84
1_1215,1,1215,56.89
1_1216,1,1216,56.8
1_1217,1,1217,56.81
1_1218,1,1218,56.79
1_1219,1,1219,56.81
1_122,1,122,61.37
1_1220,1,1220,56.79
1_1221,1,1221,56.77
1_1222,1,1222,56.79
1_1223,1,1223,56.78
1_1224,1,1224,56.76
1_1225,1,1225,56.77
1_1226,1,1226,56.77
1_1227,1,1227,56.88
1_1228,1,1228,56.93
1_1229,1,1229,56.92
1_123,1,123,61.26
1_1230,1,1230,56.89
1_1231,1,1231,57.05
1_1232,1,1232,57.07
1_1233,1,1233,57.12
1_1234,1,1234,57.16
1_1235,1,1235,57.14
1_1236,1,1236,57.2
1_1237,1,1237,57.34
1_1238,1,1238,57.32
1_1239,1,1239,57.43
1_124,1,124,61.23
1_1240,1,1240,57.55
1_1241,1,1241,57.49
1_1242,1,1242,57.32
1_1243,1,1243,57.42
1_1244,1,1244,57.36
1_1245,1,1245,57.44
1_1246,1,1246,57.4
1_1247,1,1247,57.44
1_1248,1,1248,57.45
1_1249,1,1249,58.12
1_125,1,125,61.21
1_1250,1,1250,58.12
1_1251,1,1251,58.05
1_1252,1,1252,58.0
1_1253,1,1253,57.94
1_1254,1,1254,57.94
1_1255,1,1255,57.69
1_1256,1,1256,57.67
1_1257,1,1257,57.6
1_1258,1,1258,57.58
1_1259,1,1259,57.63
1_126,1,126,61.29
1_1260,1,1260,57.77
1_1261,1,1261,57.8
1_1262,1,1262,57.76
1_1263,1,1263,57.8
1_1264,1,1264,57.77
1_1265,1,1265,57.72
1_1266,1,1266,57.77
1_1267,1,1267,57.79
1_1268,1,1268,57.86
1_1269,1,1269,58.0
1_127,1,127,61.34
1_1270,1,1270,58.03
1_1271,1,1271,57.91
1_1272,1,1272,57.99
1_1273,1,1273,58.16
1_1274,1,1274,58.09
1_1275,1,1275,58.03
1_1276,1,1276,58.05
1_1277,1,1277,57.97
1_1278,1,1278,58.04
1_1279,1,1279,58.04
1_128,1,128,61.37
1_1280,1,1280,58.1
1_1281,1,1281,57.98
1_1282,1,1282,57.99
1_1283,1,1283,58.0
1_1284,1,1284,58.0
1_1285,1,1285,57.91
1_1286,1,1286,57.92
1_1287,1,1287,57.93
1_1288,1,1288,58.0
1_1289,1,1289,58.01
1_129,1,129,61.38
1_1290,1,1290,57.98
1_1291,1,1291,57.93
1_1292,1,1292,57.92
1_1293,1,1293,57.86
1_1294,1,1294,57.88
1_1295,1,1295,57.86
1_1296,1,1296,57.88
1_1297,1,1297,57.88
1_1298,1,1298,57.91
1_1299,1,1299,57.93
1_13,1,13,62.46
1_130,1,130,61.4
1_1300,1,1300,57.87
1_1301,1,1301,57.88
1_1302,1,1302,57.94
1_1303,1,1303,58.02
1_1304,1,1304,58.0
1_1305,1,1305,58.05
1_1306,1,1306,58.08
1_1307,1,1307,58.1
1_1308,1,1308,58.11
1_1309,1,1309,58.06
1_131,1,131,61.4
1_1310,1,1310,58.06
1_1311,1,1311,58.07
1_1312,1,1312,58.01
1_1313,1,1313,57.99
1_1314,1,1314,58.03
1_1315,1,1315,58.0
1_1316,1,1316,58.02
1_1317,1,1317,58.07
1_1318,1,1318,57.94
1_1319,1,1319,57.93
1_132,1,132,61.38
1_1320,1,1320,57.84
1_1321,1,1321,57.85
1_1322,1,1322,57.89
1_1323,1,1323,57.92
1_1324,1,1324,57.94
1_1325,1,1325,57.95
1_1326,1,1326,57.93
1_1327,1,1327,57.67
1_1328,1,1328,57.71
1_1329,1,1329,57.66
1_133,1,133,61.4
1_1330,1,1330,57.56
1_1331,1,1331,57.48
1_1332,1,1332,57.55
1_1333,1,1333,57.54
1_1334,1,1334,57.46
1_1335,1,1335,57.49
1_1336,1,1336,57.36
1_1337,1,1337,57.38
1_1338,1,1338,57.55
1_1339,1,1339,57.5
1_134,1,134,61.32
1_1340,1,1340,57.38
1_1341,1,1341,57.41
1_1342,1,1342,57.41
1_1343,1,1343,57.38
1_1344,1,1344,57.54
1_1345,1,1345,57.47
1_1346,1,1346,57.48
1_1347,1,1347,57.41
1_1348,1,1348,57.37
1_1349,1,1349,57.31
1_135,1,135,61.33
1_1350,1,1350,57.25
1_1351,1,1351,57.42
1_1352,1,1352,57.48
1_1353,1,1353,57.46
1_1354,1,1354,57.39
1_1355,1,1355,57.44
1_1356,1,1356,57.39
1_1357,1,1357,57.46
1_1358,1,1358,57.47
1_1359,1,1359,57.5
1_136,1,136,61.37
1_1360,1,1360,57.47
1_1361,1,1361,57.49
1_1362,1,1362,57.46
1_1363,1,1363,57.48
1_1364,1,1364,57.46
1_1365,1,1365,57.49
1_1366,1,1366,57.48
1_1367,1,1367,57.54
1_1368,1,1368,57.53
1_1369,1,1369,57.51
1_137,1,137,61.39
1_1370,1,1370,57.49
1_1371,1,1371,57.46
1_1372,1,1372,57.47
1_1373,1,1373,57.46
1_1374,1,1374,57.51
1_1375,1,1375,57.55
1_1376,1,1376,57.55
1_1377,1,1377,57.5
1_1378,1,1378,57.5
1_1379,1,1379,57.48
1_138,1,138,61.41
1_1380,1,1380,57.52
1_1381,1,1381,57.53
1_1382,1,1382,57.53
1_1383,1,1383,57.53
1_1384,1,1384,57.54
1_1385,1,1385,57.53
1_1386,1,1386,57.51
1_1387,1,1387,57.49
1_1388,1,1388,57.48
1_1389,1,1389,57.48
1_139,1,139,61.39
1_1390,1,1390,57.5
1_1391,1,1391,57.5
1_1392,1,1392,57.41
1_1393,1,1393,57.51
1_1394,1,1394,57.49
1_1395,1,1395,57.5
1_1396,1,1396,57.5
1_1397,1,1397,57.52
1_1398,1,1398,57.57
1_1399,1,1399,57.59
1_14,1,14,62.54
1_140,1,140,61.33
1_1400,1,1400,57.57
1_1401,1,1401,57.54
1_1402,1,1402,57.52
1_1403,1,1403,57.56
1_1404,1,1404,57.59
1_1405,1,1405,58.49
1_1406,1,1406,58.41
1_1407,1,1407,58.46
1_1408,1,1408,58.38
1_1409,1,1409,58.37
1_141,1,141,61.26
1_1410,1,1410,58.43
1_1411,1,1411,58.26
1_1412,1,1412,58.26
1_1413,1,1413,58.37
1_1414,1,1414,58.25
1_1415,1,1415,58.24
1_1416,1,1416,58.37
1_1417,1,1417,58.4
1_1418,1,1418,58.3
1_1419,1,1419,58.3
1_142,1,142,61.28
1_1420,1,1420,58.25
1_1421,1,1421,58.4
1_1422,1,1422,58.36
1_1423,1,1423,58.29
1_1424,1,1424,58.24
1_1425,1,1425,58.39
1_1426,1,1426,58.41
1_1427,1,1427,58.4
1_1428,1,1428,58.57
1_1429,1,1429,58.65
1_143,1,143,61.3
1_1430,1,1430,58.73
1_1431,1,1431,58.79
1_1432,1,1432,58.72
1_1433,1,1433,58.67
1_1434,1,1434,58.67
1_1435,1,1435,58.69
1_1436,1,1436,58.71
1_1437,1,1437,58.74
1_1438,1,1438,58.8
1_1439,1,1439,58.77
1_144,1,144,61.26
1_1440,1,1440,58.78
1_1441,1,1441,58.81
1_1442,1,1442,58.76
1_1443,1,1443,58.8
1_1444,1,1444,58.84
1_1445,1,1445,58.84
1_1446,1,1446,58.78
1_1447,1,1447,58.74
1_1448,1,1448,58.68
1_1449,1,1449,58.61
1_145,1,145,61.26
1_1450,1,1450,58.64
1_1451,1,1451,58.64
1_1452,1,1452,58.65
1_1453,1,1453,58.68
1_1454,1,1454,58.65
1_1455,1,1455,58.6
1_1456,1,1456,58.57
1_1457,1,1457,58.63
1_1458,1,1458,58.64
1_1459,1,1459,58.64
1_146,1,146,61.28
1_1460,1,1460,58.66
1_1461,1,1461,58.69
1_1462,1,1462,58.7
1_1463,1,1463,58.69
1_1464,1,1464,58.7
1_1465,1,1465,58.71
1_1466,1,1466,58.71
1_1467,1,1467,58.76
1_1468,1,1468,58.74
1_1469,1,1469,58.71
1_147,1,147,61.3
1_1470,1,1470,58.69
1_1471,1,1471,58.82
1_1472,1,1472,58.85
1_1473,1,1473,58.86
1_1474,1,1474,58.8
1_1475,1,1475,58.82
1_1476,1,1476,58.87
1_1477,1,1477,58.85
1_1478,1,1478,58.86
1_1479,1,1479,58.89
1_148,1,148,61.35
1_1480,1,1480,58.89
1_1481,1,1481,58.87
1_1482,1,1482,58.83
1_1483,1,1483,57.29
1_1484,1,1484,57.32
1_1485,1,1485,57.3
1_1486,1,1486,57.32
1_1487,1,1487,57.32
1_1488,1,1488,57.31
1_1489,1,1489,57.42
1_149,1,149,61.31
1_1490,1,1490,57.4
1_1491,1,1491,57.39
1_1492,1,1492,57.56
1_1493,1,1493,57.62
1_1494,1,1494,57.63
1_1495,1,1495,57.57
1_1496,1,1496,57.54
1_1497,1,1497,57.56
1_1498,1,1498,57.6
1_1499,1,1499,57.6
1_15,1,15,62.69
1_150,1,150,61.29
1_1500,1,1500,57.56
1_1501,1,1501,57.49
1_1502,1,1502,57.46
1_1503,1,1503,57.29
1_1504,1,1504,57.25
1_1505,1,1505,57.23
1_1506,1,1506,57.2
1_1507,1,1507,57.18
1_1508,1,1508,57.27
1_1509,1,1509,57.22
1_151,1,151,61.29
1_1510,1,1510,57.24
1_1511,1,1511,57.25
1_1512,1,1512,57.27
1_1513,1,1513,57.28
1_1514,1,1514,57.29
1_1515,1,1515,57.29
1_1516,1,1516,57.25
1_1517,1,1517,57.22
1_1518,1,1518,57.21
1_1519,1,1519,57.16
1_152,1,152,61.27
1_1520,1,1520,57.18
1_1521,1,1521,57.1
1_1522,1,1522,57.14
1_1523,1,1523,57.18
1_1524,1,1524,57.19
1_1525,1,1525,57.25
1_1526,1,1526,57.26
1_1527,1,1527,57.25
1_1528,1,1528,57.2
1_1529,1,1529,57.13
1_153,1,153,61.36
1_1530,1,1530,57.12
1_1531,1,1531,57.15
1_1532,1,1532,57.13
1_1533,1,1533,57.15
1_1534,1,1534,57.2
1_1535,1,1535,57.16
1_1536,1,1536,57.15
1_1537,1,1537,57.15
1_1538,1,1538,57.14
1_1539,1,1539,57.09
1_154,1,154,61.45
1_1540,1,1540,57.12
1_1541,1,1541,57.11
1_1542,1,1542,57.12
1_1543,1,1543,57.14
1_1544,1,1544,57.15
1_1545,1,1545,57.14
1_1546,1,1546,57.16
1_1547,1,1547,57.15
1_1548,1,1548,57.06
1_1549,1,1549,57.05
1_155,1,155,61.46
1_1550,1,1550,57.05
1_1551,1,1551,57.02
1_1552,1,1552,57.03
1_1553,1,1553,57.04
1_1554,1,1554,57.04
1_1555,1,1555,57.04
1_1556,1,1556,57.02
1_1557,1,1557,57.03
1_1558,1,1558,57.05
1_1559,1,1559,57.02
1_156,1,156,61.51
1_1560,1,1560,57.09
1_1561,1,1561,57.93
1_1562,1,1562,57.96
1_1563,1,1563,57.95
1_1564,1,1564,57.93
1_1565,1,1565,57.92
1_1566,1,1566,57.88
1_1567,1,1567,57.8
1_1568,1,1568,57.86
1_1569,1,1569,57.81
1_157,1,157,60.75
1_1570,1,1570,57.84
1_1571,1,1571,57.95
1_1572,1,1572,57.96
1_1573,1,1573,58.1
1_1574,1,1574,58.07
1_1575,1,1575,58.04
1_1576,1,1576,58.01
1_1577,1,1577,58.04
1_1578,1,1578,58.11
1_1579,1,1579,58.12
1_158,1,158,60.72
1_1580,1,1580,58.08
1_1581,1,1581,58.16
1_1582,1,1582,58.07
1_1583,1,1583,58.04
1_1584,1,1584,58.24
1_1585,1,1585,58.29
1_1586,1,1586,58.17
1_1587,1,1587,58.13
1_1588,1,1588,58.13
1_1589,1,1589,58.14
1_159,1,159,60.88
1_1590,1,1590,58.09
1_1591,1,1591,58.16
1_1592,1,1592,58.14
1_1593,1,1593,58.21
1_1594,1,1594,58.12
1_1595,1,1595,58.12
1_1596,1,1596,58.11
1_1597,1,1597,58.03
1_1598,1,1598,58.04
1_1599,1,1599,58.03
1_16,1,16,62.63
1_160,1,160,60.82
1_1600,1,1600,58.01
1_1601,1,1601,57.98
1_1602,1,1602,58.0
1_1603,1,1603,57.99
1_1604,1,1604,57.99
1_1605,1,1605,57.99
1_1606,1,1606,57.97
1_1607,1,1607,57.97
1_1608,1,1608,58.03
1_1609,1,1609,58.04
1_161,1,161,60.87
1_1610,1,1610,58.04
1_1611,1,1611,58.0
1_1612,1,1612,57.99
1_1613,1,1613,57.99
1_1614,1,1614,58.0
1_1615,1,1615,57.89
1_1616,1,1616,57.87
1_1617,1,1617,57.89
1_1618,1,1618,57.86
1_1619,1,1619,57.8
1_162,1,162,60.86
1_1620,1,1620,57.86
1_1621,1,1621,57.87
1_1622,1,1622,57.88
1_1623,1,1623,57.85
1_1624,1,1624,57.77
1_1625,1,1625,57.72
1_1626,1,1626,57.69
1_1627,1,1627,57.6
1_1628,1,1628,57.66
1_1629,1,1629,57.58
1_163,1,163,60.78
1_1630,1,1630,57.54
1_1631,1,1631,57.51
1_1632,1,1632,57.54
1_1633,1,1633,57.57
1_1634,1,1634,57.54
1_1635,1,1635,57.56
1_1636,1,1636,57.59
1_1637,1,1637,57.53
1_1638,1,1638,57.6
1_1639,1,1639,55.77
1_164,1,164,60.72
1_1640,1,1640,55.84
1_1641,1,1641,55.86
1_1642,1,1642,55.91
1_1643,1,1643,55.91
1_1644,1,1644,55.51
1_1645,1,1645,55.62
1_1646,1,1646,55.51
1_1647,1,1647,55.79
1_1648,1,1648,55.63
1_1649,1,1649,55.62
1_165,1,165,60.77
1_1650,1,1650,55.79
1_1651,1,1651,55.76
1_1652,1,1652,55.63
1_1653,1,1653,55.66
1_1654,1,1654,55.62
1_1655,1,1655,55.65
1_1656,1,1656,55.74
1_1657,1,1657,55.79
1_1658,1,1658,55.82
1_1659,1,1659,55.69
1_166,1,166,60.81
1_1660,1,1660,55.64
1_1661,1,1661,55.72
1_1662,1,1662,55.69
1_1663,1,1663,55.65
1_1664,1,1664,55.53
1_1665,1,1665,55.51
1_1666,1,1666,55.46
1_1667,1,1667,55.45
1_1668,1,1668,55.44
1_1669,1,1669,55.41
1_167,1,167,60.84
1_1670,1,1670,55.47
1_1671,1,1671,55.48
1_1672,1,1672,55.46
1_1673,1,1673,55.5
1_1674,1,1674,55.42
1_1675,1,1675,55.41
1_1676,1,1676,55.38
1_1677,1,1677,55.35
1_1678,1,1678,55.34
1_1679,1,1679,55.33
1_168,1,168,60.77
1_1680,1,1680,55.31
1_1681,1,1681,55.37
1_1682,1,1682,55.43
1_1683,1,1683,55.46
1_1684,1,1684,55.46
1_1685,1,1685,55.47
1_1686,1,1686,55.5
1_1687,1,1687,55.5
1_1688,1,1688,55.53
1_1689,1,1689,55.53
1_169,1,169,60.74
1_1690,1,1690,55.47
1_1691,1,1691,55.52
1_1692,1,1692,55.57
1_1693,1,1693,55.56
1_1694,1,1694,55.58
1_1695,1,1695,55.55
1_1696,1,1696,55.57
1_1697,1,1697,55.59
1_1698,1,1698,55.61
1_1699,1,1699,55.56
1_17,1,17,62.7
1_170,1,170,60.75
1_1700,1,1700,55.6
1_1701,1,1701,55.58
1_1702,1,1702,55.52
1_1703,1,1703,55.55
1_1704,1,1704,55.49
1_1705,1,1705,55.57
1_1706,1,1706,55.57
1_1707,1,1707,55.42
1_1708,1,1708,55.44
1_1709,1,1709,55.48
1_171,1,171,60.65
1_1710,1,1710,55.43
1_1711,1,1711,55.49
1_1712,1,1712,55.5
1_1713,1,1713,55.54
1_1714,1,1714,55.48
1_1715,1,1715,55.41
1_1716,1,1716,55.43
1_1717,1,1717,55.33
1_1718,1,1718,55.31
1_1719,1,1719,55.44
1_172,1,172,60.64
1_1720,1,1720,55.57
1_1721,1,1721,55.31
1_1722,1,1722,55.41
1_1723,1,1723,55.22
1_1724,1,1724,55.2
1_1725,1,1725,55.26
1_1726,1,1726,55.12
1_1727,1,1727,54.99
1_1728,1,1728,55.03
1_1729,1,1729,54.99
1_173,1,173,60.53
1_1730,1,1730,55.08
1_1731,1,1731,55.07
1_1732,1,1732,54.98
1_1733,1,1733,54.99
1_1734,1,1734,55.24
1_1735,1,1735,55.21
1_1736,1,1736,54.93
1_1737,1,1737,54.93
1_1738,1,1738,54.87
1_1739,1,1739,54.91
1_174,1,174,60.58
1_1740,1,1740,55.04
1_1741,1,1741,54.92
1_1742,1,1742,54.93
1_1743,1,1743,54.9
1_1744,1,1744,54.94
1_1745,1,1745,54.96
1_1746,1,1746,55.03
1_1747,1,1747,55.0
1_1748,1,1748,55.03
1_1749,1,1749,55.06
1_175,1,175,60.65
1_1750,1,1750,55.07
1_1751,1,1751,55.07
1_1752,1,1752,55.03
1_1753,1,1753,55.03
1_1754,1,1754,55.01
1_1755,1,1755,55.03
1_1756,1,1756,55.08
1_1757,1,1757,55.08
1_1758,1,1758,55.09
1_1759,1,1759,55.13
1_176,1,176,60.7
1_1760,1,1760,55.18
1_1761,1,1761,55.12
1_1762,1,1762,55.13
1_1763,1,1763,55.06
1_1764,1,1764,55.12
1_1765,1,1765,55.19
1_1766,1,1766,55.26
1_1767,1,1767,55.27
1_1768,1,1768,55.27
1_1769,1,1769,55.2
1_177,1,177,60.69
1_1770,1,1770,55.25
1_1771,1,1771,55.24
1_1772,1,1772,55.21
1_1773,1,1773,55.25
1_1774,1,1774,55.22
1_1775,1,1775,55.21
1_1776,1,1776,55.24
1_1777,1,1777,55.24
1_1778,1,1778,55.23
1_1779,1,1779,55.23
1_178,1,178,60.65
1_1780,1,1780,55.25
1_1781,1,1781,55.24
1_1782,1,1782,55.25
1_1783,1,1783,55.24
1_1784,1,1784,55.25
1_1785,1,1785,55.2
1_1786,1,1786,55.25
1_1787,1,1787,55.15
1_1788,1,1788,55.12
1_1789,1,1789,55.16
1_179,1,179,60.71
1_1790,1,1790,55.13
1_1791,1,1791,55.14
1_1792,1,1792,55.3
1_1793,1,1793,55.29
1_1794,1,1794,55.33
1_1795,1,1795,56.37
1_1796,1,1796,56.41
1_1797,1,1797,56.41
1_1798,1,1798,56.29
1_1799,1,1799,56.19
1_18,1,18,62.65
1_180,1,180,60.76
1_1800,1,1800,56.2
1_1801,1,1801,56.42
1_1802,1,1802,56.45
1_1803,1,1803,56.72
1_1804,1,1804,56.92
1_1805,1,1805,56.85
1_1806,1,1806,56.72
1_1807,1,1807,56.75
1_1808,1,1808,56.75
1_1809,1,1809,56.87
1_181,1,181,60.69
1_1810,1,1810,56.81
1_1811,1,1811,56.76
1_1812,1,1812,56.73
1_1813,1,1813,56.74
1_1814,1,1814,56.7
1_1815,1,1815,56.76
1_1816,1,1816,56.73
1_1817,1,1817,56.72
1_1818,1,1818,56.61
1_1819,1,1819,56.61
1_182,1,182,60.61
1_1820,1,1820,56.54
1_1821,1,1821,56.51
1_1822,1,1822,56.53
1_1823,1,1823,56.54
1_1824,1,1824,56.53
1_1825,1,1825,56.6
1_1826,1,1826,56.61
1_1827,1,1827,56.54
1_1828,1,1828,56.51
1_1829,1,1829,56.44
1_183,1,183,60.66
1_1830,1,1830,56.46
1_1831,1,1831,56.48
1_1832,1,1832,56.43
1_1833,1,1833,56.4
1_1834,1,1834,56.38
1_1835,1,1835,56.4
1_1836,1,1836,56.43
1_1837,1,1837,56.47
1_1838,1,1838,56.5
1_1839,1,1839,56.42
1_184,1,184,60.75
1_1840,1,1840,56.42
1_1841,1,1841,56.43
1_1842,1,1842,56.44
1_1843,1,1843,56.43
1_1844,1,1844,56.41
1_1845,1,1845,56.41
1_1846,1,1846,56.44
1_1847,1,1847,56.49
1_1848,1,1848,56.42
1_1849,1,1849,56.35
1_185,1,185,60.72
1_1850,1,1850,56.38
1_1851,1,1851,56.44
1_1852,1,1852,56.44
1_1853,1,1853,56.43
1_1854,1,1854,56.41
1_1855,1,1855,56.43
1_1856,1,1856,56.4
1_1857,1,1857,56.42
1_1858,1,1858,56.38
1_1859,1,1859,56.38
1_186,1,186,60.71
1_1860,1,1860,56.42
1_1861,1,1861,56.39
1_1862,1,1862,56.35
1_1863,1,1863,56.29
1_1864,1,1864,56.29
1_1865,1,1865,56.31
1_1866,1,1866,56.28
1_1867,1,1867,56.31
1_1868,1,1868,56.29
1_1869,1,1869,56.3
1_187,1,187,60.68
1_1870,1,1870,56.35
1_1871,1,1871,56.38
1_1872,1,1872,56.42
1_1873,1,1873,56.7
1_1874,1,1874,56.65
1_1875,1,1875,56.74
1_1876,1,1876,56.52
1_1877,1,1877,56.61
1_1878,1,1878,56.65
1_1879,1,1879,56.6
1_188,1,188,60.72
1_1880,1,1880,56.68
1_1881,1,1881,56.81
1_1882,1,1882,56.69
1_1883,1,1883,56.76
1_1884,1,1884,56.72
1_1885,1,1885,56.66
1_1886,1,1886,56.66
1_1887,1,1887,56.67
1_1888,1,1888,56.55
1_1889,1,1889,56.54
1_189,1,189,60.73
1_1890,1,1890,56.42
1_1891,1,1891,56.35
1_1892,1,1892,56.38
1_1893,1,1893,56.4
1_1894,1,1894,56.39
1_1895,1,1895,56.4
1_1896,1,1896,56.21
1_1897,1,1897,56.21
1_1898,1,1898,56.23
1_1899,1,1899,56.22
1_19,1,19,62.73
1_190,1,190,60.69
1_1900,1,1900,56.2
1_1901,1,1901,56.2
1_1902,1,1902,56.27
1_1903,1,1903,56.24
1_1904,1,1904,56.25
1_1905,1,1905,56.26
1_1906,1,1906,56.26
1_1907,1,1907,56.28
1_1908,1,1908,56.21
1_1909,1,1909,56.27
1_191,1,191,60.68
1_1910,1,1910,56.27
1_1911,1,1911,56.27
1_1912,1,1912,56.27
1_1913,1,1913,56.3
1_1914,1,1914,56.3
1_1915,1,1915,56.29
1_1916,1,1916,56.28
1_1917,1,1917,56.29
1_1918,1,1918,56.29
1_1919,1,1919,56.27
1_192,1,192,60.67
1_1920,1,1920,56.2
1_1921,1,1921,56.22
1_1922,1,1922,56.24
1_1923,1,1923,56.22
1_1924,1,1924,56.16
1_1925,1,1925,56.2
1_1926,1,1926,56.22
1_1927,1,1927,56.25
1_1928,1,1928,56.27
1_1929,1,1929,56.32
1_193,1,193,60.71
1_1930,1,1930,56.28
1_1931,1,1931,56.32
1_1932,1,1932,56.32
1_1933,1,1933,56.32
1_1934,1,1934,56.34
1_1935,1,1935,56.38
1_1936,1,1936,56.33
1_1937,1,1937,56.32
1_1938,1,1938,56.34
1_1939,1,1939,56.35
1_194,1,194,60.71
1_1940,1,1940,56.37
1_1941,1,1941,56.39
1_1942,1,1942,56.42
1_1943,1,1943,56.47
1_1944,1,1944,56.48
1_1945,1,1945,56.54
1_1946,1,1946,56.54
1_1947,1,1947,56.56
1_1948,1,1948,56.54
1_1949,1,1949,56.53
1_195,1,195,60.8
1_1950,1,1950,56.58
1_1951,1,1951,57.33
1_1952,1,1952,57.36
1_1953,1,1953,57.22
1_1954,1,1954,57.19
1_1955,1,1955,57.19
1_1956,1,1956,57.2
1_1957,1,1957,57.03
1_1958,1,1958,57.01
1_1959,1,1959,57.08
1_196,1,196,60.71
1_1960,1,1960,57.12
1_1961,1,1961,57.14
1_1962,1,1962,57.01
1_1963,1,1963,57.05
1_1964,1,1964,57.07
1_1965,1,1965,57.13
1_1966,1,1966,57.05
1_1967,1,1967,57.12
1_1968,1,1968,57.18
1_1969,1,1969,57.1
1_197,1,197,60.68
1_1970,1,1970,57.1
1_1971,1,1971,57.08
1_1972,1,1972,57.14
1_1973,1,1973,57.04
1_1974,1,1974,56.91
1_1975,1,1975,56.98
1_1976,1,1976,57.02
1_1977,1,1977,57.07
1_1978,1,1978,57.05
1_1979,1,1979,57.04
1_198,1,198,60.67
1_1980,1,1980,57.14
1_1981,1,1981,57.15
1_1982,1,1982,57.08
